char,voice,text
ame,fem_ame_10013,ねねね、ひよりんどんな管理アプリ使ってるのえて！
kan,fem_kan_10269,べ、別に、詩桜先輩に対抗したいとか羨ましいとかじゃないんだけど、お部屋にお邪魔させてもらっておいて、自分の部屋へ招待しないのも感じ悪いのかなって
kan,fem_kan_10270,私の部屋が詩桜先輩のマンションの斜め前だってみんな知ってるし、なのにあの場で『うち来る？』って言わないの、自分勝手に思われない？　ど、どうなの？
kan,fem_kan_10271,うん
kan,fem_kan_10272,う、うん。提供した際に？
kan,fem_kan_10273,うん、私とあんたの部屋
kan,fem_kan_10274,まあ。思うところはあるよね
kan,fem_kan_10275,やっぱりそういうことだよね。うん『うちにも来てよ』って言うべきだった
kan,fem_kan_10276,と言っても、錦さんの家は駅からそこそこ離れてるけど、うちは詩桜先輩の部屋から歩いて１分でしょ？　条件ほぼ変わらないのに無視はなあ……
kan,fem_kan_10277,うん、そうする。ありがと
kan,fem_kan_10278,……なんであの場で『私の部屋にも来なよ』って言わなかったかって言うとね
kan,fem_kan_10279,一応、その……まだ私しか暮らしてないけど、私だけの部屋じゃないし……
kan,fem_kan_10280,何事も、ちゃんと二人で話して決めたいなって……わ、私と、あんたの部屋、だし
kan,fem_kan_10281,えっなに突然！？
kan,fem_kan_10282,う、うん、ありがと。いじらしいって言葉、嬉しい……そういう女の子、私自身が好きだから
kan,fem_kan_10283,素直で、いじらしくて、健気で、でも頭が悪いわけじゃなくて、ちゃんと自分の中に芯が通ってて、意思のしっかりした、本当の意味で強い女の子が好き……
kan,fem_kan_10284,錦さんとかすっごくタイプ。ひよりんも好きだけどァンとしての憧れが強いっていうか……錦さんキちゃんが駆け出しのころにもやりとりしてたから
kan,fem_kan_10285,あ、そこは解釈違い。あの子、どんなに押しても、譲れない部分は絶対譲らないと思う
kan,fem_kan_10286,ごめん話が逸れたね。だからね、あんたにいじらしいって言ってもらえて、少し嬉しかっ――
kan,fem_kan_10287,は？
kan,fem_kan_10288,今すぐ抱きしめたいって……あんた、今すぐここへは来られないでしょ。ひよりんいるんだから
kan,fem_kan_10289,い、いい！　いい！　もう２２時過ぎてるしやめて。私だって会いたいけど……そのために自転車飛ばすのはやめて。なにかあったら怖い
kan,fem_kan_10290,ていうか私だって……部屋に一人で、ほんとは今、すごくあんたと会いたかったんだからね。文字だけで声聞けなかったら泣いてた
kan,fem_kan_10291,話したいことが沢山あったし……あの、休憩時間のとき、背中見てたのを笑いながら話してごめんね。本当は面白がってたんじゃなくて……
kan,fem_kan_10292,あんたが好きすぎて、後ろからずっと眺めてたかったの。じっとしてても、なにか動いてても、愛しすぎて目が離せなかった
kan,fem_kan_10293,教室では見とれてたなんて言えなかったけど、好きな人をずっと見ていられて、授業中しあわせだったんだよ
kan,fem_kan_10294,あんたには悪いけど、あんたよりも前の席じゃなくてよかった。背中すら見えなかったら泣いてた
kan,fem_kan_10295,もおおおおおおおおお！　ひとりで寂しいときにそんなこと言わないで！　このあと一生もだもだして、寝られなくなっちゃうでしょ！
kan,fem_kan_10296,もおおおおおお寂しいって言ってるのに……ばかれ以上かわいいって言わないで……会いたいよう……ばか！　で、でも、大好き……
kan,fem_kan_10297,う、うんよかった……同じクラスになれなかったら、私、かなり落ちこんでたと思う……アメリも。３人ともいっしょでよかった
kan,fem_kan_10298,明日から登校するのが毎日楽しみ。去年の引きこもってた私を知ってるあんたには、単純だって笑われそうだけど……
kan,fem_kan_10299,私も半日会えないだけで辛い……早くこの部屋でいっしょに暮らしたいな……
kan,fem_kan_10300,だ、だめ。時間と距離的な問題もあるけど、それ以上に……いま会ったら、絶対エッチ我慢できない……
kan,fem_kan_10301,顔見たら、キスしないのなんて無理でしょ……キスしたら、何度もおねだりしちゃうでしょ……そ、そうしてるうちに、ぜったい舌絡めるし……
kan,fem_kan_10302,舌絡めたら、もう無理……おち○ちん挿れてほしくて……したくなっちゃう
kan,fem_kan_10303,あ、ありがと。エッチなことばっかり考えてて、引かれてないかときどき不安になる
kan,fem_kan_10304,そ、そうかな……そうだね。私も女の子のイラスト描くとき、ちょっとエッチなポーズさせると萌える……
kan,fem_kan_10305,ばか。全部はしないよ。難しいポーズとか、パーツまく描けないときは、自分をモデルにしたりするけど……
kan,fem_kan_10306,ばっ、ばか！　見せるわけないでしょ、いくら好きな人でも……
kan,fem_kan_10307,だ、だめ！　お化粧してないし、下着だって……見せられないのだし
kan,fem_kan_10308,ていうかいま、あんたの声すっごくエロい……息も荒いし
kan,fem_kan_10309,い、いいよ。あんただって、私がエッチなこと考えてても引かないって言ってくれたし。なのに、私が怒ったり引いたりするわけないでしょ
kan,fem_kan_10310,そ、それよりも……いま、エッチな気分になってるのかなあって……
kan,fem_kan_10311,今から会うのは無理……だけど、エッチはしたくなっちゃって……このあと我慢なんてできないから、ひとりでしちゃうと思うけど……するけど
kan,fem_kan_10312,わ、私のしてるとこ……見たい？
kan,fem_kan_10313,え、えっと……私がするだけ、かな？　あんたは見てるだけ？
kan,fem_kan_10314,そ、そっか、よかった！　いっしょにしたい気持ちあったから……
kan,fem_kan_10315,じゃ、じゃあ、ビデオ通話で……あんたのしてるとこも映して……
kan,fem_kan_10316,だったよね！　ごめん、気にしないで！　好きな人の声聞けるだけで萌えるよ！
kan,fem_kan_10317,ど、どう……かな。ちゃんと見える？
kan,fem_kan_10318,わ、私にも、あんたの喜ぶ顔がよく見える……その反応嬉しいし、すごく見られてる実感、する……
kan,fem_kan_10319,おち○ちんごしごししてるところ見られないのは残念だけど……これはこれでいい、好き……させられてるかんじがして、興奮する
kan,fem_kan_10320,あっ……い、いま、おち○ちん出した？
kan,fem_kan_10321,み、見たいなっ
kan,fem_kan_10322,ね、ね？　ちょっとだけ見せて。好きな人のおち○ちん……
kan,fem_kan_10323,やっ、好きっ……！　やだ萌える、カレシのおち○ちんのアップめっちゃ萌える……！　やっ、スマホ持って舐めたい……！
kan,fem_kan_10324,はっ、はあっ……やっ、スマホの画面、おま○こに擦りつけたい……なんでこんなにかわいいんだろ……もう好き……この形大好き……
kan,fem_kan_10325,やっ、うぅ……ん、好き……無理待って、おち○ちんかわいい……舐めたい……いっぱいかわいがってあげたい……んっ、好き……
kan,fem_kan_10326,今度会ったら……いっぱい舐めて、いっぱい手コキして……おち○ちん、あっぷあっぷさせてあげるからね……やっ、かわいい……尊い……
kan,fem_kan_10327,あっ、はあッ……んッ、やぁ……はっ、はあっ、挿れたい……やぁ、んっ……なんでここにないの……切ない……んっ、おち○ちん好き……
kan,fem_kan_10328,やっ、ああっ……んっ、やっ、なにその顔、かわいい……ふふっ
kan,fem_kan_10329,んッ、好き……もうすっかりあんたの顔、好きになっちゃったなあ……キスしたい……んっ、やあっ、あっ、触れたい……
kan,fem_kan_10330,うん、我慢できなかった……だっておち○ちんかわいすぎて、萌えすぎて……んッ！　やっ、ああっ、はあっ……
kan,fem_kan_10331,なにより、あんたが私のお願い聞いて『スマホにおち○ちん映してくれた』って事実がもう……！　やあっ、萌えるっ……！　やあん、高まってきたあ……！
kan,fem_kan_10332,えっ
kan,fem_kan_10333,わ、私、エッチだけど……やっぱり恥ずかしいには恥ずかしいんだからね……
kan,fem_kan_10334,こ、こんなことできるの、ただ好きなだけじゃなくて、この先ずっと好きでいられる自信がある人が相手じゃないと無理だからね！　は、はい、くぱぁ……
kan,fem_kan_10335,えっ、も、もしかして……今、してる……？　やあっ、言ってよぉ……その息聞いてるだけで、すっごく興奮する……！
kan,fem_kan_10336,やあっ、早くいじりたいよおっ……！　こ、これ、いつまで広げてればいいの……？　はやく、私もいっしょに……
kan,fem_kan_10337,やあっ、そんなのわかるの……？　見ないでよぉ…、ごめんね、エッチで……
kan,fem_kan_10338,やっ、ああっ……！　やんっ、あっ、はあっ、やだあっ……これ、すごくえっち……！
kan,fem_kan_10339,はあっ、あっ、やあっ、こんなに興奮するひとりエッチ……今までにもなかった……ああっ、はッ、やあっ、きもちいいっ、あっ、だめえっ……！
kan,fem_kan_10340,ああっ、やあっ、カレシの切なそうな顔、興奮してる息……すっごくおいしい……！　それだけでたこ焼き７舟はいける……！　やああっ……！
kan,fem_kan_10341,やあっ！　そんなところ誉めないで……やっ、んッ！　ああっ、やっ、興奮するっ、やっ無理っ……そんなの、期待してなかったからあっ……やあっ！
kan,fem_kan_10342,はあっ、嬉しいっ……やんっ！　カレシに自分の身体誉められるの、高まりすぎて……やっ、やあんっ！　やっ、イッちゃうっ……まだだめえっ！
kan,fem_kan_10343,ひあっ、あっ、んッ、やあっ、わたしっ……乳首もすっごく感じるからっ……吸ってもらってるとき、いつも気持ちいいんだよ……んっ、ひゃあんっ！
kan,fem_kan_10344,やあっ、きもちいいっ、やんっ、あっ、ああッ、やだっ、すごいっ、なかっ……こんなに濡れてるの、自分でも怖いっ……やああんっ！
kan,fem_kan_10345,みっ、見えてる？　いま、すっごく興奮してるんだよ……やあっ、イキそうっ……あっ、あんっ！　はあっクとき言ってね、やっ、ひとりじゃヤだよ……？
kan,fem_kan_10346,ああっ、すごいっ、やっ、手っ……止まらないっ……やっ、あんっ！　はあッ、はっ、だめえっ、はッ、すごいよっ、きもちよすぎて……やっ、はあッ……！
kan,fem_kan_10347,ひうっ、イクうっ……！　あッ、ふあっ、あっ、ああっ、好きっ、やっ、すごいっ……ほんと、すごいからあっ……あっ、イクうっ！
kan,fem_kan_10348,もうだめっ、あっ、イッちゃうっ……ああっ、きもちいっ、ねえっ、すごくきもいいのっ……！　やっ、ああっ、見られながらするの、ヤバくてっ……！
kan,fem_kan_10349,好きな人に見られながらするの、こんなに……やっ、あんっ！　こんなにきもちいいの……ひあっ、あああんっ！　あっ、やあんっ！
kan,fem_kan_10350,あんたの指でっ、されるの想像しながら……自分で、するとっ……すごく興奮するっ……！　あんたの、男の子の指で、奥までぐりぐりされたい……！
kan,fem_kan_10351,あっ、ああっ、イッてっ……！　イク瞬間のあんたの顔見ながらイッたら、今までしたオナニーの中で一番気持ちよくイケそう……！
kan,fem_kan_10352,ひあっ、あっ、ひッ……！　わたしも、イクっ……！　イクっ、あっ、クリきもちいッ……！　あっ、イクっ、ああッ、イクイクイクっ！
kan,fem_kan_10353,ひゃんっ！　ああッ、やっ、だめえっ！　だめっ、イッちゃう、好きな人の前でだらしない顔しちゃうぅ……やっ、我慢できない、だめえっ！
kan,fem_kan_10354,わたしもイクっ！　だからっ……
kan,fem_kan_10355,やああああああああああんっ！　イクっ、イッちゃ……イっちゃってる、だめええええええええっ！
kan,fem_kan_10356,ひあっ、あっ、やっ、やああああああっ！　ふあっ、あっ、イッてる、あっ、いまイッてるからあああっ！
kan,fem_kan_10357,やあっ！　きもひいいっ、あっ、やあっ！　わたしのきもちいいときの顔、見てっ……あんたの前だから、好きな人にだけ見せられる顔っ……！
kan,fem_kan_10358,こんな顔、あんたの前でしかできないっ……あっ、やあっ、きもいいっ……こんな、自分を全部出せる相手、あんただけっ……
kan,fem_kan_10359,ああっ、あっ、はあっ……すごく、きもちよかったよ……いっしょにイケて嬉しい……大好き
kan,fem_kan_10360,えへへ、ちょっとわかる……私もね、自分のエッチの好み、隠さずに……我慢せずに見せられるっていうか……
kan,fem_kan_10361,あんたがオタクじゃなければ、こんなに喋りながらエッチできなかったかも……ほらやっぱり、私が好きなこと言おうとすると、オタっぽさ出ちゃうでしょ……
kan,fem_kan_10362,でもあんたなら、自分が漫画で描くような言葉を口にしてもいいのかなって安心感あるし……どころか、喜んでくれてるのかなって
kan,fem_kan_10363,へへ、ありがと……すっごく嬉しい。それが聞けたなら、次のエッチのときも我慢しないで済みそう……私にとって一番気持ちいいエッチができそう
kan,fem_kan_10364,やっぱり私みたいなオタクが付きあうなら、同じオタクの男の子だよね……最高！
kan,fem_kan_10365,最後に命令口調の、強い言葉使ってくれたのもよかった……最っっっ高に萌えた
kan,fem_kan_10366,でもそのあとすぐに、いい人っぽさ出てたよね。言葉がちょっと優しくなってた。そうでないと普段甘えられないから、あんたはそれでいいんだけど
kan,fem_kan_10367,あ！　ところで……イッたあとの精液出てるおち○ちん見たい。映して
kan,fem_kan_10368,は！？　なんであとちょっとが待てないの？　小さくなったおち○ちんかわいくて、しょぼんとしながら白い液垂れてるのが萌えるのに！
kan,fem_kan_10369,イッたあとの小さくなったおち○ちんを吸ってあげるのも好き……強く吸うと、あんたが慌てて私の頭押さえるの……好き
kan,fem_kan_10370,早くたっぷり時間のある日に、二人きりで会いたいなあ……おち○ちんいっぱい吸ってあげる
hiy,fem_hiy_10015,では、いってまいります
asu,fem_asu_10008,ひよりん、ライブがんばってね！　チケットくれたのに、会場まで行けなくてごめんね……ひとりで九州は、い、行ける自信なくて
hiy,fem_hiy_10016,いやあ、ピクニック感覚で九州まで来ておくれというのも無理があるし。今度普通に二人で旅行しようぜ！
asu,fem_asu_10009,あ、うん。それなら……ひよりんといっしょにお出かけしたい
hiy,fem_hiy_10017,九州での私よりも教室での錦さんが心配。午後からいなくなってごめんねえ
asu,fem_asu_10010,ぜんぜん平気。去年までひとりで過ごしてたし……ひよりん、けっこう過保護だね。あ、だから先輩の……
hiy,fem_hiy_10018,うちのお兄ちゃんの、なんだ。そこで止めるな、最後まで言え。なんだ、なんて言おうとした
asu,fem_asu_10011,よかよか。がんばってきんしゃい
kan,fem_kan_10371,私も福岡まで行きたかった……！　土日のどっちかだけでも行きたかったのに、あああああ……！
hiy,fem_hiy_10019,みなさん、九州来るのも普通にピクニック感覚ですな。詩桜先輩も両日来てくださるみたいですし、ありがたいですなあ
kan,fem_kan_10372,えっ詩桜先輩、土日とも行くの？　ぇ待って無理なんだけど、次に会ったとき絶対ライブの感想聞かされるでしょ。えええほんと無理、やっぱり行こうかな……
ame,fem_ame_10014,月末にイベントもあるけんね！
kan,fem_kan_10373,無理いいいぃ……
hiy,fem_hiy_10020,うちのお兄ちゃんのごはんを２日間面倒みてあげてください。よろしくお願いするっタイ
kan,fem_kan_10374,あ、う、うん、面倒見るというか、私が仕事のお手伝いしてもらう側で……あ、安心していってくるタイ
kan,fem_kan_10375,無理いいいいいぃ……
kan,fem_kan_10376,ううぅごめんねごめんね、まさか二人きりになるこイミングで、まとめて発注書が来るとは思ってなくて……
kan,fem_kan_10377,今月の頭に『早く発注ください』って矢の如く催促したの私だから、いっぺんに発注来たのは、むしろ感謝しないといけなくて……ごめん……
kan,fem_kan_10378,私が『受験あるので待てるのも限界です』って言ったら、この２週間で全イベントＣＧの発注書、用意してくれた
kan,fem_kan_10379,前にも話したけど、作品を作り始めるときには、まロットを用意するのね。本来、ＣＧを用意する箇所はそこに全部書いてあるわけ
kan,fem_kan_10380,それをなんで後ろへ引っ張るかって、話の都合で欲しい絵が変わったり、できるだけ内容と表現に沿った良Ｇにしたいからだよね
kan,fem_kan_10381,そこはもう絵を描く人間と話を書く人間の綱引きだけど……間に居るディレクターさんが相当がんばってくれたはずなんだ
kan,fem_kan_10382,話を書く人とイメージをよく擦りあわせて、まだ引っ張ろうとする相手に『ここはもうこのように発注します』って厳しく言ってくれたんだと思う
kan,fem_kan_10383,それも、相手が我儘で言ってるならともかく、クオリティを高めようとギリギリまで引っ張ってるわけだから……決断したディレクターさんが偉いよね
kan,fem_kan_10384,要はあんたが生徒会でやってたポジだからね。実際の作業を私や錦さんに任せつつ、教師だったり他の部活だったり外部とのやりとりをしてたのはあんたでしょ
kan,fem_kan_10385,駄目わよ！！！
kan,fem_kan_10386,興味でもなんでもディレクターはやめて……いやィレクターって仕事が悪いんじゃなくて……
kan,fem_kan_10387,別にあんたが特定のお仕事を軽く見たとは思ってない……なんか今ちょっとあんた怯えてるけど、別に私、怒ってるわけじゃないからね。心配してるの
kan,fem_kan_10388,絵を描いたり文章書いたりする技術がいらないってのは、まあ……そうかもね。あればあるに越したことはないけど
kan,fem_kan_10389,ただ文書作成と表計算と画像編集ソフトが使えるのは最低条件かな。あとはネットワークとＨＰの知識があれば
kan,fem_kan_10390,一番大切なのはコミュニケーション能力ね。あんたの場合、そこは生徒会できちんとできてたけど
kan,fem_kan_10391,でもね、あんたがディレクターって仕事をどんな風に想像してるかわからないけど、とどのつまり、周りに謝りつづけるのが仕事なわけよ
kan,fem_kan_10392,あんた、会報作るときも、文化祭の準備してるときも、私になにか頼むときはいつも『ありがとう助かる』って言ってたけど、それがメインの仕事なわけ
kan,fem_kan_10393,で、生徒会にいたのがたまたま錦さんみたいにいい子だったからよかったけど、仮に役員全員が私だったら、円滑に運営できてた自信ある？
kan,fem_kan_10394,私、めんどくさい性格してる自覚あるけど、クリエイターなんて私並みにめんどくさい性格してる人なんてザラにいるからね？
kan,fem_kan_10395,それもディレクターになりたてのころは、周りの人みんなが年上で、しかも技術至上主義者で、なんの能もないと判断されたらすぐ下に見てくるからね？
kan,fem_kan_10396,さっき役員全員が私って言ったけど、それがグラフィックチームだとすれば、その反対側にいるシナリオチームは全員が詩桜先輩だからね？
kan,fem_kan_10397,伝わったみたいでよかった。私くらいめんどくさい人間を複数人まとめた上で、詩桜先輩くらい当たりの強い人間複数人との調整をしないといけないわけ
kan,fem_kan_10398,もちろんいい人のほうが圧倒的に多いんだけど、それは普段の話で、締切が切羽詰まってくると、いい人がいい人じゃなくなるわけよ
kan,fem_kan_10399,みんなが苛立ってる状況の中で、あれどうなったそれどうなった、ちょっと待ってください、なんだそれふざけんなってのを各所に伝えられる？　あんたが？
kan,fem_kan_10400,高圧的な人も中にはいるけど、ディレクターさんは大体いい人だからして病んじゃう人を何人も見てきた。この１年で３人。そのうち１人は入院してる
kan,fem_kan_10401,まあ進行管理、調整役って意味では生徒会長とやること似てるよね。仕事の内容は業種によってぜんぜん変わってくるけど
kan,fem_kan_10402,だけど大前提として、ミスしても最悪ごめんなさいむ生徒会活動と、お金が絡んでくるお仕事じゃあ任の重さがまるで違うでしょ
kan,fem_kan_10403,それに生徒会では、あんたが会長として上に立つ側だけど……ディレクターさんは周りの人間と対等な位置づけなんだから
kan,fem_kan_10404,それに立場は対等でも、年齢が下なら下手に出ないといけない場面はあるし……キホン頼み事をする側だからね。なのに自分がミスしたら異常に責められるし
kan,fem_kan_10405,私も錦さんも、あんたが生徒会長押しつけられたのに同情してたし、だから協力的にもなれたけど……仕事で同情なんて求めたら信用されなくなるからね
kan,fem_kan_10406,ディレクターさんも納期を守るためなら、心情的に味方したくても厳しくしないといけないし、かといって思いやりがないといざってときに頼れないし……
kan,fem_kan_10407,そういった優しさと厳しさと、相手の甘えと逆恨みに耐えて、開発の責任を負うのがゲーム業界のディレクターなわけ。わかってくれた？
kan,fem_kan_10408,そこまで理解した上であんたがまだやるって言うなら、私は止めない
kan,fem_kan_10409,ごめんね、過剰に脅かして。でも私は……自分の知らない仕事であんたが疲れてるなら純粋に心配できるけど、仕事の内容がわかってるとやっぱり……ね
kan,fem_kan_10410,仕事で謝れるのは立派なことだと思うけど、好きな人が謝ってる姿を想像できちゃうのは、胸が痛い。今も思い浮かべただけで切なくなった
kan,fem_kan_10411,あんたが心を削られて、疲れきってる姿は見たくない……で、でも、もしそんな日があれば、精いっぱい癒やしてあげたいけど
kan,fem_kan_10412,それはまあ、絵を描けない、文章も書けない、プログラムも組めない、でもゲームを作りたいって人がいればそこから入るしかないよね。企画もできるし
kan,fem_kan_10413,あとは私みたいな原画家とやりとりしたい人とか、収録の現場で声優さんとお仕事したい人とか
kan,fem_kan_10414,私もオタクだから、今あんたの考えてることわかるけど、ちょっとでも色気出したらすぐ信用されなくなるからね。それで辞めさせられたひと何人もいる
kan,fem_kan_10415,でも真摯に、真面目にやってれば、そうやって顔を広めた人脈がその人の財産になっていくし……さらに上のポジションも目指せるよね
kan,fem_kan_10416,プロデューサー
kan,fem_kan_10417,あとはゲーム作りのノウハウを抱えて、自分で起業したりね。極端な話、ゲームの作り方を知ってる人間が一人いれば、他は全部外注でもなんとかなる
kan,fem_kan_10418,お金使う決定権を持ってるか持ってないか
kan,fem_kan_10419,未経験の人を採用してくれる会社はほとんどないだろうけど、あったとすれば雑用からだろうね。あらゆる意味での雑用
kan,fem_kan_10420,それで１作、２作……と、ゲームの作り方を覚えていくうちに、いずれメインで作品を任されるようになるんじゃない？　常識があって、仕事をこなせればね
kan,fem_kan_10421,ただそこで教えてくれる先輩がいい人ならいいけど圧的な人なら別の意味での心の疲弊が待ってるね桜先輩なんてかわいいほうじゃない？
kan,fem_kan_10422,はー、つい話しこんじゃった。ま、休憩代わりだと思って仕事再開しよ
kan,fem_kan_10423,自分からせっついて納品が遅れたんじゃ、それこそ私がディレクターさんに厳しいこと言われちゃう
kan,fem_kan_10424,それは全く別問題。私の納期は私の納期。納期が設定されて、私がそれを了承した以上は『発注が遅かった』は言い訳にならない
kan,fem_kan_10425,それに納期自体は２ヵ月先まで余裕あるし……残り４０枚なら、土日祝除いて１日１枚ペースでもなんとかなるでしょ
kan,fem_kan_10426,腕差分と服を脱がす差分があると、少し時間かかるくらいで……１日３枚描いたこともあるよ。時間かけて描いた絵に比べると、出来は……だけど
kan,fem_kan_10427,だって今ここでエロゲの仕事を終わらせておけば、詩桜先輩のラノベの仕事の依頼がいつ来ても受けられるでしょ
kan,fem_kan_10428,ん？　んー……やっぱり好きだから、かなあ。私の描いた子をかわいいって言ってもらえるのは嬉しいし、エロいって言われるのも嬉しい
kan,fem_kan_10429,これしかできないだとか、今さらやめられないだとか、充分稼げてるだとか、いろいろあるけど……自分で描いたものが誉められて嬉しいっていうのが一番かも
kan,fem_kan_10430,子どものころ、みんなの前で先生に自分のお絵かき誉められたら嬉しかったでしょ？　その感覚はいくつになっても変わらないんじゃないかなあ
kan,fem_kan_10431,だからＲＴとかいいねとかいっぱいしてもらえるとモチベ上がる。なんだかんだ言ってわかりやすいからね。数字は嘘つかないし
kan,fem_kan_10432,ありがと。そうそう、そういうの。直で聞くともっとやる気出る
kan,fem_kan_10433,だからね、シキちゃんとか……自分の描いた子は平等な愛を注ぐようにしてるけど、シキちゃんはやっぱり特別なところある
kan,fem_kan_10434,じゃなくて。自分の絵が、動いて、しゃべって、無限にかわいいって言われるわけでしょ。フォロワー数も私より多いし……あ、嫌味じゃなくて純粋に嬉しいの
kan,fem_kan_10435,アニメで自分のデザインしたキャラクターが動くのも、すっごく嬉しかったけど……シキちゃんはほら、まんま私の絵をモデリングしてるじゃない？
kan,fem_kan_10436,他の絵師さんが自分の担当したＶを特別かわいがる気持ち、すごくわかる。だって自分の描いたイラストに命が吹きこまれるようなものだから
kan,fem_kan_10437,アニメやゲームのキャラにも命はあるけど、やっぱ世界の『キャラクター』ではあるし……だからこそ、ストーリーに関わる部分で感動できるんだけど
kan,fem_kan_10438,でもＶは、私の描いた子が自分と同じ世界に存在して、その子が意思を持って喋ってるというか……作者が生みだした台詞を口にしてるわけではないんだよね
kan,fem_kan_10439,私の生んだ子が、本人の意思で言葉を口にするって、それはもうほとんど本来の意味に近い部分で『娘』だよね。かわいくもなるよ
kan,fem_kan_10440,あと、イラストではなく漫画の話だけど……私の場合、自分の思いついたシチュを世に出して『それ』って言ってもらえるのが何より嬉しいかも
kan,fem_kan_10441,あんたも１回くらいキャラ同士の会話を考えたことあるでしょ。ツブヤッキーでキャラの掛けあいを投下する人もいるし……キャラのなりきりするアカもあるし
kan,fem_kan_10442,あれって痛いと思われがちだけど、私的にはぜんぜんアリだと思ってるんだよね。妄想してこそでしょ、オタクって
kan,fem_kan_10443,私は痛い人間だから、その痛みを発信して、みんなに喜んでもらえる今の自分の位置が好き。自分の萌えを発信するだけでごはんが食べられるの最高じゃない？
kan,fem_kan_10444,ほらよく、女の子にかわいいって言いつづけるだけで生きていける暮らしがしたいっていうアレ。それを実現させたのが私。今のお仕事ができてよかった
kan,fem_kan_10445,あー、肘から手首の線が納得いかない……ドツボにはまってきた
kan,fem_kan_10446,モデルを参考にするかあ……
kan,fem_kan_10447,四つん這いになって。右膝ちょっと前に出して、左足はやや後ろ。歩いてる体で。あと手の形はこう。にゃんにゃんして
kan,fem_kan_10448,は！？　意味わかんないのは私なんだけど。じゃああんた、なんでそこにいるわけ？
kan,fem_kan_10449,別に仕事の手伝いしろとは言ってないでしょ。私はゃんこポーズとらされて恥ずかしがってる男の子が見たい、って言ってんの
kan,fem_kan_10450,す、好きに決まってるでしょ。は？　男の子の照れる顔、好きじゃないオタクの女の子いるわけ？　は？　いたら紹介してくれる？
kan,fem_kan_10451,クールな男の子がわた……主人公の子だけに見せてくれる照れ顔とか最強でしょ？　しかも恥ずかしいポーズとらされて？　は？　最高なんだけど
kan,fem_kan_10452,なんかね、とってつけたような照れ顔は嬉しくないわけ。こう、断りきれずに……どうしても仕方なくって状況で。１回だけだからな、みたいな
kan,fem_kan_10453,あ、いま私の前でだけって言ったけど、みんなの前で恥ずかしいポーズをとらされて、あとから私にだけ弱音を聞かせてくれるのもいいよね
kan,fem_kan_10454,『他のやつの前であんな格好してるの、お前に見られたくなかった……ごめん』みたいなの。え、最高なんだけど。は？　意味わかんない、これ伝わってる？
kan,fem_kan_10455,は？　そういう問題じゃないでしょ。いま言ったのとえなんだけど。俺様でも王子でも男の子の照れ顔は等しく尊いでしょ
kan,fem_kan_10456,厨二の知的眼鏡が、そこだけ我に返って『やめろ、馬鹿……』なんて台詞で顔赤らめてたら……待って無理なんだけど。は？　無理なんだけど
kan,fem_kan_10457,知的なキャラもマッチョもショタも、眼鏡も親父もしくにゃんこポーズをすればいい。やだ萌えるっちゃかわいい。２４時間眺めてたい
kan,fem_kan_10458,男子にかわいいポーズさせるの、これ義務教育の必修科目にしない！？　もちろん女子の見学は自由で！
kan,fem_kan_10459,ていうか、そういうキャラクターじゃなくて、さあ！　わっ、私の好きな人はあんたでしょ。あんたの照れ顔……見せてよ
kan,fem_kan_10460,えっ！　ほんと……？
kan,fem_kan_10461,そ、それはそうなんだけど……でもせっかくなら、自分の趣味も楽しみたいっていうか……
kan,fem_kan_10462,やっ……い、いま脱ぐのはだめぇ……あ、あの、手首だけ写してくれれば……
kan,fem_kan_10463,そっ、それ、さっき私が言ったやつ……自分が対象になりたいなんて言ってない……！
kan,fem_kan_10464,は、恥ずかしいから無理って言ったら？
kan,fem_kan_10465,それ、私はぜんぜん困らない……困るどころか嬉しいし……
kan,fem_kan_10466,恥ずかしい
kan,fem_kan_10467,こ、これ以上かわいいって言わないでね……お仕事続けられなくなっちゃう
kan,fem_kan_10468,は、早く撮って……！　早く撮って、少しでも短くこの時間を終わらせて……！
kan,fem_kan_10469,ひゃやくひょっへっへいっへるれしょ！？
kan,fem_kan_10470,これ以上恥ずかしいことさせて何がしたいの……
kan,fem_kan_10471,あんまり私のこといじめないでね……
kan,fem_kan_10472,にゃ、にゃーん……
kan,fem_kan_10473,にゃ、にゃん……にゃーん
kan,fem_kan_10474,はやく撮ってよおっ！
kan,fem_kan_10475,ね、ね？　早く写真撮って、この格好終わりにしよう？　もう頭がぼーっとしてきて……
kan,fem_kan_10476,ひゃああんっ！
kan,fem_kan_10477,耳だめ、耳だめえっ……！　やんっ、いまほんとだめっ！　イッちゃう、耳だけでイッちゃう……！
kan,fem_kan_10478,ひあっ、あッ、ああっ、やあっ……こんなの、いつもの倍くらいくすぐったくて……ひっ、ひやっ、あっ、やあっ……
kan,fem_kan_10479,イッちゃうの、ごめん、ほんとイッちゃうからあ……お願い、ね？　ね？　あっやっ、イッちゃう……ひあっ！　やんっ！　ああっ、やっ、だめえっ……！
kan,fem_kan_10480,お願い……これ以上は、この姿勢でいるのすらできなくなっちゃうから……ね？
kan,fem_kan_10481,うん……私こそごめん。やめてって言ったけど、こんなにいじめてもらって、すっごく興奮してた……きもちよかった
kan,fem_kan_10482,耳だけでイクのなんて初めてだし、イケるなら最後までいじめて欲しかったけど……ポーズの撮影だけはしたいから、ごめんね
kan,fem_kan_10483,ちょっと！？　なんで私のじゃなくて、あんたのスマホで撮影してんの？　あんたそれまさか、後世に残す気！？
